title,issue_number,link,labels,Branded variable name,CF standard name,CMIP6 Differences,Cell measures,Cell methods,Comment,Dimensions,Frequency,Long name,Modeling realm,Positive,Processing notes,Units,Variable status,Expression HadGEM3-GC31,Expression HadGEM3-GC5,Expression UKESM1,Expression UKESM1-3,Model units
Variable land.mon.fNLitterSoil_tavg-u-hxy-lnd (Emon.fNLitterSoil),895,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/895,mon land CMIP6,fNLitterSoil_tavg-u-hxy-lnd,nitrogen_mass_flux_into_soil_from_litter,"""comment"" was ""In accordance with common usage in geophysical disciplines, 'flux' implies per unit area, called 'flux density' in physics. 'Litter' is dead plant material in or above the soil."";",area: areacella,area: mean where land time: mean,"In accordance with common usage in geophysical disciplines, ""flux"" implies per unit area, called ""flux density"" in physics. ""Litter"" is dead plant material in or above the soil.",longitude latitude time,mon,Total Nitrogen Mass Flux from Litter to Soil,land,,,kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable land.mon.fNLandToOcean_tavg-u-hxy-lnd (Emon.fNLandToOcean),894,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/894,mon land CMIP6,fNLandToOcean_tavg-u-hxy-lnd,mass_flux_of_nitrogen_compounds_expressed_as_nitrogen_into_sea_from_rivers,,area: areacella,area: mean where land time: mean,leached nitrogen etc that goes into run off or river routing and finds its way into ocean should be reported here.,longitude latitude time,mon,Lateral Transfer of Nitrogen out of Grid Cell That Eventually Goes into Ocean,land,,,kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable land.mon.fNAnthDisturb_tavg-u-hxy-lnd (Emon.fNAnthDisturb),893,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/893,mon land CMIP6 UKESM1,fNAnthDisturb_tavg-u-hxy-lnd,tendency_of_atmosphere_mass_content_of_nitrogen_compounds_expressed_as_nitrogen_due_to_anthropogenic_emission,,area: areacella,area: mean where land time: mean,"will require some careful definition to make sure we capture everything - any human activity that releases nitrogen from land  instead of into product pool goes here. E.g. Deforestation fire, harvest assumed to decompose straight away, grazing...",longitude latitude time,mon,Nitrogen Mass Flux out of Land Due to any Human Activity,land,,,kg m-2 s-1,CMIP6 CMOR variable,,,"(m01s19i120[lbtim_ia=240,lbproc=128] + m01s19i122[lbtim_ia=240,lbproc=128]) / (SECONDS_IN_DAY * DAYS_IN_YEAR)",,kg m-2 s-1
Variable land.mon.fN2O_tavg-u-hxy-lnd (Emon.fN2O),892,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/892,mon land CMIP6,fN2O_tavg-u-hxy-lnd,surface_upward_mass_flux_of_nitrous_oxide_expressed_as_nitrogen_out_of_vegetation_and_litter_and_soil,,area: areacella,area: mean where land time: mean,"Surface upward flux of nitrous oxide (N2O) from vegetation (any living plants e.g. trees, shrubs, grass), litter (dead plant material in or above the soil), soil.",longitude latitude time,mon,Total Land N2O Flux,land,up,,kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable land.mon.fLuc_tavg-u-hxy-lus (Emon.fLulccAtmLut),891,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/891,mon land CMIP6,fLuc_tavg-u-hxy-lus,surface_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_anthropogenic_land_use_or_land_cover_change_excluding_forestry_and_agricultural_products,,area: areacella,area: time: mean where sector,"This annual mean flux refers to the transfer of carbon directly to the atmosphere due to any land-use or land-cover change activities.  Include carbon transferred due to deforestation or agricultural directly into atmosphere, and  emissions form anthropogenic pools into atmosphere",longitude latitude landUse time,mon,Carbon Transferred Directly to Atmosphere Due to any Land-Use or Land-Cover Change Activities [kgC m-2 s-1],land,up,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude landUse time CMIP7:longitude latitude time landUse,;  Changes since reverted/fixed. Variable now matches CMIP6 definition.",kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable land.mon.fLuc_tavg-u-hxy-lnd (Emon.fLuc),890,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/890,mon land CMIP6 UKESM1,fLuc_tavg-u-hxy-lnd,surface_net_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_emission_from_anthropogenic_land_use_change,"""comment"" was ""Carbon mass flux per unit area into atmosphere due to human changes to land (excluding forest regrowth) accounting possibly for different time-scales related to fate of the wood, for example."";",area: areacella,area: mean where land time: mean,Net Carbon Mass Flux into Atmosphere due to Land Use Change,longitude latitude time,mon,Net Carbon Mass Flux into Atmosphere Due to Land-Use Change [kgC m-2 s-1],land,up,,kg m-2 s-1,CMIP6 CMOR variable,,,"(m01s19i039[lbtim_ia=240,lbproc=128] + m01s19i040[lbtim_ia=240,lbproc=128] + m01s19i041[lbtim_ia=240,lbproc=128]) / (SECONDS_IN_DAY * DAYS_IN_YEAR)",,kg m-2 s-1
Variable land.mon.fLitterFire_tavg-u-hxy-lnd (Emon.fLitterFire),889,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/889,mon land CMIP6,fLitterFire_tavg-u-hxy-lnd,surface_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_emission_from_litter_in_fires,,area: areacella,area: mean where land time: mean,"Required for unambiguous separation of vegetation and soil + litter turnover times, since total fire flux draws from both sources",longitude latitude time,mon,"Carbon Mass Flux from Litter, CWD or any non-Living Pool into Atmosphere Due to CO2 Emission from All Fire [kgC m-2 s-1]",land,,,kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable land.mon.fHarvestToProduct_tavg-u-hxy-lnd (Emon.fHarvestToProduct),888,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/888,mon land CMIP6,fHarvestToProduct_tavg-u-hxy-lnd,mass_flux_of_carbon_into_forestry_and_agricultural_products_due_to_crop_harvesting,,area: areacella,area: mean where land time: mean,"be it food or wood harvest, any carbon that is subsequently stored is reported here",longitude latitude time,mon,Harvested Biomass That Goes into Product Pool,land,,,kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable land.mon.fHarvestToAtmos_tavg-u-hxy-lnd (Emon.fHarvestToAtmos),887,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/887,mon land CMIP6 UKESM1,fHarvestToAtmos_tavg-u-hxy-lnd,surface_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_emission_from_crop_harvesting,,area: areacella,area: mean where land time: mean,any harvested carbon that is assumed to decompose immediately into the atmosphere is reported here,longitude latitude time,mon,Harvested Biomass That Goes Straight into Atmosphere as Carbon Mass Flux [kgC m-2 s-1],land,up,,kg m-2 s-1,CMIP6 CMOR variable,,,"m01s19i044[lbtim_ia=240,lbproc=128] / (SECONDS_IN_DAY * DAYS_IN_YEAR)",,kg m-2 s-1
Variable land.mon.fFireNat_tavg-u-hxy-lnd (Emon.fFireNat),886,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/886,mon land CMIP6,fFireNat_tavg-u-hxy-lnd,surface_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_emission_from_natural_fires,,area: areacella,area: mean where land time: mean,CO2 emissions from natural fires,longitude latitude time,mon,Carbon Mass Flux into Atmosphere Due to CO2 Emission from Natural Fire [kgC m-2 s-1],land,,,kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable land.mon.fFireAll_tavg-u-hxy-lnd (Emon.fFireAll),885,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/885,mon land CMIP6,fFireAll_tavg-u-hxy-lnd,surface_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_emission_from_fires,,area: areacella,area: mean where land time: mean,"From all sources,  Including natural, anthropogenic and Land-use change. Only total fire emissions can be compared to observations.",longitude latitude time,mon,Carbon Mass Flux into Atmosphere Due to CO2 Emission from Fire Including All Sources [kgC m-2 s-1],land,,,kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable land.mon.fDeforestToProduct_tavg-u-hxy-lnd (Emon.fDeforestToProduct),884,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/884,mon land CMIP6 UKESM1,fDeforestToProduct_tavg-u-hxy-lnd,carbon_mass_flux_into_forestry_and_agricultural_products_due_to_anthropogenic_land_use_or_land_cover_change,,area: areacella,area: mean where land time: mean,"When land use change results in deforestation of natural vegetation (trees or grasslands) then natural biomass is removed. The treatment of deforested biomass differs significantly across models, but it should be straight-forward to compare deforested biomass across models.",longitude latitude time,mon,Deforested Biomass That Goes into Product Pool as a Result of Anthropogenic Land-Use Change,land,,,kg m-2 s-1,CMIP6 CMOR variable,,,"(m01s19i036[lbtim_ia=240,lbproc=128] + m01s19i037[lbtim_ia=240,lbproc=128] + m01s19i038[lbtim_ia=240,lbproc=128]) / (SECONDS_IN_DAY * DAYS_IN_YEAR)",,kg m-2 s-1
Variable land.mon.fDeforestToAtmos_tavg-u-hxy-lnd (Emon.fDeforestToAtmos),883,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/883,mon land CMIP6,fDeforestToAtmos_tavg-u-hxy-lnd,surface_net_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_emission_from_anthropogenic_land_use_change,,area: areacella,area: mean where land time: mean,"When land use change results in deforestation of natural vegetation (trees or grasslands) then natural biomass is removed. The treatment of deforested biomass differs significantly across models, but it should be straight-forward to compare deforested biomass across models.",longitude latitude time,mon,Deforested Biomass That Goes into Atmosphere as a Result of Anthropogenic Land-Use Change [kgC m-2 s-1],land,,,kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable land.mon.fCLandToOcean_tavg-u-hxy-lnd (Emon.fCLandToOcean),882,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/882,mon land CMIP6,fCLandToOcean_tavg-u-hxy-lnd,mass_flux_of_carbon_into_sea_water_from_rivers,,area: areacellr,area: mean where land time: mean,leached carbon etc that goes into run off or river routing and finds its way into ocean should be reported here.,longitude latitude time,mon,Lateral Transfer of Carbon out of Grid Cell That Eventually Goes into Ocean,land,,,kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable land.mon.fBNF_tavg-u-hxy-lnd (Emon.fBNF),881,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/881,mon land CMIP6 UKESM1,fBNF_tavg-u-hxy-lnd,tendency_of_soil_and_vegetation_mass_content_of_nitrogen_compounds_expressed_as_nitrogen_due_to_fixation,,area: areacella,area: mean where land time: mean,The fixation (uptake of nitrogen gas directly from the atmosphere) of nitrogen due to biological processes.,longitude latitude time,mon,Biological Nitrogen Fixation,land,,,kg m-2 s-1,CMIP6 CMOR variable,,,"m01s19i113[lbtim_ia=240,lbproc=128] / (SECONDS_IN_DAY * DAYS_IN_YEAR)",,kg m-2 s-1
Variable land.mon.fAnthDisturb_tavg-u-hxy-lnd (Emon.fAnthDisturb),880,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/880,mon land CMIP6 UKESM1,fAnthDisturb_tavg-u-hxy-lnd,tendency_of_atmosphere_mass_content_of_carbon_dioxide_expressed_as_carbon_due_to_anthropogenic_emission,,area: areacella,area: mean where land time: mean,"Anthropogenic flux of carbon as carbon dioxide into the atmosphere. That is, emissions influenced, caused, or created by human activity. Anthropogenic emission of carbon dioxide includes fossil fuel use, cement production, agricultural burning and sources associated with anthropogenic land use change, except forest regrowth.",longitude latitude time,mon,"Carbon Mass Flux from Vegetation, Litter or Soil Pools into the Atmosphere Due to any Human Activity [kgC m-2 s-1]",land,,,kg m-2 s-1,CMIP6 CMOR variable,,,"(m01s19i044[lbtim_ia=240,lbproc=128])/ (SECONDS_IN_DAY * DAYS_IN_YEAR)",,kg m-2 s-1
Variable land.mon.evspsblpot_tavg-u-hxy-lnd (Emon.evspsblpot),878,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/878,mon land CMIP6 UKESM1 HadGEM3-GC31,evspsblpot_tavg-u-hxy-lnd,water_potential_evaporation_flux,,area: areacella,area: mean where land time: mean,at surface; potential flux of water into the atmosphere due to conversion of both liquid and solid phases to vapor (from underlying surface and vegetation),longitude latitude time,mon,Potential Evapotranspiration,land,,,kg m-2 s-1,CMIP6 CMOR variable,m01s03i334[lbproc=128],,m01s03i334[lbproc=128],,kg m-2 s-1
Variable land.mon.cropFracC4_tavg-u-hxy-u (Emon.cropFracC4),874,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/874,mon land CMIP6 UKESM1,cropFracC4_tavg-u-hxy-u,area_fraction,"""cell_methods"" was ""area: mean where land over all_area_types time: mean"";",area: areacella,area: time: mean,Percentage of entire grid cell covered by C4 crops,longitude latitude time typec4crop,mon,Percentage Cover by C4 Crops,land,,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude time typec4crop CMIP7:longitude latitude time  typec4crop,;  ; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: mean where land over all_area_types time: mean CMIP7:area: time: mean,",%,CMIP6 CMOR variable,,,"land_class_area(m01s19i013[lbtim_ia=240,lbproc=128],m01s03i395[lbproc=128], land_class='c4Crop')",,%
Variable land.mon.cropFracC3_tavg-u-hxy-u (Emon.cropFracC3),873,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/873,mon land CMIP6 UKESM1,cropFracC3_tavg-u-hxy-u,area_fraction,"""cell_methods"" was ""area: mean where land over all_area_types time: mean"";",area: areacella,area: time: mean,Percentage of entire grid cell covered by C3 crops,longitude latitude time typec3crop,mon,Percentage Cover by C3 Crops,land,,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude time typec3crop CMIP7:longitude latitude time  typec3crop,;  ; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: mean where land over all_area_types time: mean CMIP7:area: time: mean,",%,CMIP6 CMOR variable,,,"land_class_area(m01s19i013[lbtim_ia=240,lbproc=128],m01s03i395[lbproc=128], land_class='c3Crop')",,%
Variable land.mon.cWood_tavg-u-hxy-lnd (Emon.cWood),857,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/857,mon land CMIP6,cWood_tavg-u-hxy-lnd,stem_mass_content_of_carbon,"""comment"" was ""Carbon mass per unit area in wood, including sapwood and hardwood."";",area: areacella,area: mean where land time: mean,Carbon Mass in Wood,longitude latitude time,mon,Carbon Mass in Wood,land,,,kg m-2,CMIP6 CMOR variable,,,,,
Variable land.mon.cVeg_tavg-u-hxy-tree (Emon.cVegTree),856,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/856,mon land CMIP6 UKESM1,cVeg_tavg-u-hxy-tree,vegetation_carbon_content,"""cell_methods"" was ""area: time: mean where trees (comment: mask=treeFrac)""; ; ""comment"" was ""'Content' indicates a quantity per unit area. 'Vegetation' means any plants e.g. trees, shrubs, grass. Plants are autotrophs i.e. 'producers' of biomass using carbon obtained from carbon dioxide."";",area: areacella,area: time: mean where trees (mask=treeFrac),"""Content"" indicates a quantity per unit area. ""Vegetation"" means any plants e.g. trees, shrubs, grass. Plants are autotrophs i.e. ""producers"" of biomass using carbon obtained from carbon dioxide.",longitude latitude time,mon,Carbon Mass in Vegetation on Tree Tiles,land,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where trees (comment: mask=treeFrac) CMIP7:area: time: mean where trees (mask=treeFrac),",kg m-2,CMIP6 CMOR variable,,,"land_class_mean(m01s19i001[lbtim_ia=240,lbproc=128], m01s19i013[lbtim_ia=240,lbproc=128], land_class='tree')",,kg m-2
Variable land.mon.cVeg_tavg-u-hxy-shb (Emon.cVegShrub),855,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/855,mon land CMIP6 UKESM1,cVeg_tavg-u-hxy-shb,vegetation_carbon_content,"""cell_methods"" was ""area: time: mean where shrubs (comment: mask=shrubFrac)""; ; ""comment"" was ""'Content' indicates a quantity per unit area. 'Vegetation' means any plants e.g. trees, shrubs, grass. Plants are autotrophs i.e. 'producers' of biomass using carbon obtained from carbon dioxide."";",area: areacella,area: time: mean where shrubs (mask=shrubFrac),"""Content"" indicates a quantity per unit area. ""Vegetation"" means any plants e.g. trees, shrubs, grass. Plants are autotrophs i.e. ""producers"" of biomass using carbon obtained from carbon dioxide.",longitude latitude time,mon,Carbon Mass in Vegetation on Shrub Tiles,land,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where shrubs (comment: mask=shrubFrac) CMIP7:area: time: mean where shrubs (mask=shrubFrac),",kg m-2,CMIP6 CMOR variable,,,"land_class_mean(m01s19i001[lbtim_ia=240,lbproc=128], m01s19i013[lbtim_ia=240,lbproc=128], land_class='shrub')",,kg m-2
Variable land.mon.cVegGrass_tavg-u-hxy-ng (Emon.cVegGrass),854,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/854,mon land CMIP6 UKESM1,cVegGrass_tavg-u-hxy-ng,vegetation_carbon_content,"""cell_methods"" was ""area: time: mean where natural_grasses (comment: mask=grassFrac)""; ; ""comment"" was ""'Content' indicates a quantity per unit area. 'Vegetation' means any plants e.g. trees, shrubs, grass. Plants are autotrophs i.e. 'producers' of biomass using carbon obtained from carbon dioxide."";",area: areacella,area: time: mean where natural_grasses (mask=grassFrac),"""Content"" indicates a quantity per unit area. ""Vegetation"" means any plants e.g. trees, shrubs, grass. Plants are autotrophs i.e. ""producers"" of biomass using carbon obtained from carbon dioxide.",longitude latitude time,mon,Carbon Mass in Vegetation on Grass Tiles,land,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where natural_grasses (comment: mask=grassFrac) CMIP7:area: time: mean where natural_grasses (mask=grassFrac),",kg m-2,CMIP6 CMOR variable,,,"land_class_mean(m01s19i001[lbtim_ia=240,lbproc=128],m01s19i013[lbtim_ia=240,lbproc=128], land_class='grass')",,kg m-2
Variable land.mon.cStem_tavg-u-hxy-lnd (Emon.cStem),853,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/853,mon land CMIP6 UKESM1,cStem_tavg-u-hxy-lnd,stem_mass_content_of_carbon,,area: areacella,area: mean where land time: mean,including sapwood and hardwood.,longitude latitude time,mon,Carbon Mass in Stem,land,,,kg m-2,CMIP6 CMOR variable,,,"m01s19i028[lbtim_ia=240,lbproc=128]",,kg m-2
Variable land.mon.cSoilPools_tavg-u-hxy-lnd (Emon.cSoilPools),852,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/852,mon land CMIP6,cSoilPools_tavg-u-hxy-lnd,soil_mass_content_of_carbon,,area: areacella,area: mean where land time: mean,"For models with multiple soil carbon pools, report each pool here. If models also have vertical discretisation these should be aggregated",longitude latitude soilpools time,mon,Carbon Mass in Each Model Soil Pool (Summed over Vertical Levels),land,,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude soilpools time CMIP7:longitude latitude time soilpools,;  Changes since reverted/fixed. Variable now matches CMIP6 definition.",kg m-2,CMIP6 CMOR variable,,,,,
Variable land.mon.cSoil_tavg-l-hxy-lnd (Emon.cSoilLevels),851,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/851,mon land CMIP6,cSoil_tavg-l-hxy-lnd,soil_mass_content_of_carbon,,area: areacella,area: mean where land time: mean,"for models with vertically discretised soil carbon, report total soil carbon for each level",longitude latitude sdepth time,mon,Carbon Mass in Each Model Soil Level (Summed over All Soil Carbon Pools in That Level),land,,,kg m-2,CMIP6 CMOR variable,,,,,
Variable land.mon.cSoilAbove1m_tavg-z1m-hxy-lnd (Emon.cSoilAbove1m),850,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/850,mon land CMIP6,cSoilAbove1m_tavg-z1m-hxy-lnd,soil_mass_content_of_carbon,,area: areacella,area: mean where land time: mean,Report missing data over ocean grid cells. For fractional land report value averaged over the land fraction.,longitude latitude time sdepth10,mon,Carbon Mass in Soil Pool Above 1m Depth,land,,,kg m-2,CMIP6 CMOR variable,,,,,
Variable land.mon.cSoil_tavg-u-hxy-lnd (Emon.cSoil),849,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/849,mon land CMIP6 UKESM1,cSoil_tavg-u-hxy-lnd,soil_mass_content_of_carbon,,area: areacella,area: mean where land time: mean,Carbon mass in the full depth of the soil model.,longitude latitude time,mon,Carbon Mass in Model Soil Pool,land,,,kg m-2,CMIP6 CMOR variable,,,"m01s19i016[lbtim_ia=240,lbproc=128]",,kg m-2
Variable land.mon.cOther_tavg-u-hxy-lnd (Emon.cOther),848,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/848,mon land CMIP6,cOther_tavg-u-hxy-lnd,miscellaneous_living_matter_mass_content_of_carbon,,area: areacella,area: mean where land time: mean,"E.g. fruits, seeds, etc.",longitude latitude time,mon,"Carbon Mass in Vegetation Components Other than Leaves, Stems and Roots",land,,,kg m-2,CMIP6 CMOR variable,,,,,
Variable land.mon.cLitterSurf_tavg-u-hxy-lnd (Emon.cLitterSurf),847,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/847,mon land CMIP6,cLitterSurf_tavg-u-hxy-lnd,surface_litter_mass_content_of_carbon,,area: areacella,area: mean where land time: mean,Surface or near-surface litter pool fed by leaf and above-ground litterfall,longitude latitude time,mon,Carbon Mass in Above-Ground Litter,land,,,kg m-2,CMIP6 CMOR variable,,,,,
Variable land.mon.cLitterSubSurf_tavg-u-hxy-lnd (Emon.cLitterSubSurf),846,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/846,mon land CMIP6,cLitterSubSurf_tavg-u-hxy-lnd,subsurface_litter_mass_content_of_carbon,,area: areacella,area: mean where land time: mean,subsurface litter pool fed by root inputs.,longitude latitude time,mon,Carbon Mass in Below-Ground Litter,land,,,kg m-2,CMIP6 CMOR variable,,,,,
Variable land.mon.cLitterCwd_tavg-u-hxy-lnd (Emon.cLitterCwd),845,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/845,mon land CMIP6,cLitterCwd_tavg-u-hxy-lnd,wood_debris_mass_content_of_carbon,"""comment"" was ""'Content' indicates a quantity per unit area. 'Wood debris' means dead organic matter composed of coarse wood. It is distinct from fine litter. The precise distinction between 'fine' and 'coarse' is model dependent."";",area: areacella,area: mean where land time: mean,"""Content"" indicates a quantity per unit area. ""Wood debris"" means dead organic matter composed of coarse wood. It is distinct from fine litter. The precise distinction between ""fine"" and ""coarse"" is model dependent.",longitude latitude time,mon,Carbon Mass in Coarse Woody Debris,land,,,kg m-2,CMIP6 CMOR variable,,,,,
Variable land.mon.cLand_tavg-u-hxy-lnd (Emon.cLand),844,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/844,mon land CMIP6 UKESM1,cLand_tavg-u-hxy-lnd,mass_content_of_carbon_in_vegetation_and_litter_and_soil_and_forestry_and_agricultural_products,,area: areacella,area: mean where land time: mean,Report missing data over ocean grid cells. For fractional land report value averaged over the land fraction.,longitude latitude time,mon,Total Carbon in All Terrestrial Carbon Pools,land,,,kg m-2,CMIP6 CMOR variable,,,"m01s19i002[lbtim_ia=240,lbproc=128] + m01s19i016[lbtim_ia=240,lbproc=128] + m01s19i032[lbtim_ia=240,lbproc=128] + m01s19i033[lbtim_ia=240,lbproc=128] + m01s19i034[lbtim_ia=240,lbproc=128]",,kg m-2
Variable land.mon.c14Veg_tavg-u-hxy-lnd (Emon.c14Veg),843,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/843,mon land CMIP6,c14Veg_tavg-u-hxy-lnd,vegetation_mass_content_of_14C,"""comment"" was ""Carbon-14 mass content per unit area in vegetation (any living plants e.g. trees, shrubs, grass)."";",area: areacella,area: mean where land time: mean,only requested for DECK HIST,longitude latitude time,mon,Mass of 14C in Vegetation,land,,,kg m-2,CMIP6 CMOR variable,,,,,
Variable land.mon.c14Soil_tavg-u-hxy-lnd (Emon.c14Soil),842,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/842,mon land CMIP6,c14Soil_tavg-u-hxy-lnd,soil_mass_content_of_14C,,area: areacella,area: mean where land time: mean,Carbon-14 mass content per unit area in soil.,longitude latitude time,mon,Mass of 14C in Soil Pool,land,,,kg m-2,CMIP6 CMOR variable,,,,,
Variable land.mon.c14Litter_tavg-u-hxy-lnd (Emon.c14Litter),841,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/841,mon land CMIP6,c14Litter_tavg-u-hxy-lnd,litter_mass_content_of_14C,,area: areacella,area: mean where land time: mean,Carbon-14 mass content per unit area litter (dead plant material in or above the soil).,longitude latitude time,mon,Mass of 14C in Litter Pool,land,,,kg m-2,CMIP6 CMOR variable,,,,,
Variable land.mon.c14Land_tavg-u-hxy-lnd (Emon.c14Land),840,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/840,mon land CMIP6,c14Land_tavg-u-hxy-lnd,mass_content_of_14C_in_vegetation_and_litter_and_soil_and_forestry_and_agricultural_products,,area: areacella,area: mean where land time: mean,"Carbon-14 mass content per unit area in vegetation (any living plants e.g. trees, shrubs, grass), litter (dead plant material in or above the soil), soil, and forestry and agricultural products (e.g. paper, cardboard, furniture, timber for construction, biofuels and food for both humans and livestock).",longitude latitude time,mon,Mass of 14C in All Terrestrial Carbon Pools,land,,,kg m-2,CMIP6 CMOR variable,,,,,
Variable land.mon.c13Veg_tavg-u-hxy-lnd (Emon.c13Veg),839,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/839,mon land CMIP6,c13Veg_tavg-u-hxy-lnd,vegetation_mass_content_of_13C,,area: areacella,area: mean where land time: mean,"Carbon-13 mass content per unit area in vegetation (any living plants e.g. trees, shrubs, grass).",longitude latitude time,mon,Mass of 13C in Vegetation,land,,,kg m-2,CMIP6 CMOR variable,,,,,
Variable land.mon.c13Soil_tavg-u-hxy-lnd (Emon.c13Soil),838,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/838,mon land CMIP6,c13Soil_tavg-u-hxy-lnd,soil_mass_content_of_13C,,area: areacella,area: mean where land time: mean,Carbon-13 mass content per unit area in soil.,longitude latitude time,mon,Mass of 13C in Soil Pool,land,,,kg m-2,CMIP6 CMOR variable,,,,,
Variable land.mon.c13Litter_tavg-u-hxy-lnd (Emon.c13Litter),837,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/837,mon land CMIP6,c13Litter_tavg-u-hxy-lnd,litter_mass_content_of_13C,,area: areacella,area: mean where land time: mean,Carbon-13 mass content per unit area litter (dead plant material in or above the soil).,longitude latitude time,mon,Mass of 13C in Litter Pool,land,,,kg m-2,CMIP6 CMOR variable,,,,,
Variable land.mon.c13Land_tavg-u-hxy-lnd (Emon.c13Land),836,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/836,mon land CMIP6,c13Land_tavg-u-hxy-lnd,mass_content_of_13C_in_vegetation_and_litter_and_soil_and_forestry_and_agricultural_products,,area: areacella,area: mean where land time: mean,"Carbon-13 mass content per unit area in vegetation (any living plants e.g. trees, shrubs, grass), litter (dead plant material in or above the soil), soil, and forestry and agricultural products (e.g. paper, cardboard, furniture, timber for construction, biofuels and food for both humans and livestock).",longitude latitude time,mon,Mass of 13C in All Terrestrial Carbon Pools,land,,,kg m-2,CMIP6 CMOR variable,,,,,
Variable land.fx.slthick_ti-l-hxy-lnd (Efx.slthick),832,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/832,fx land CMIP6 BCV,slthick_ti-l-hxy-lnd,cell_thickness,"""comment"" was ""'Thickness' means the vertical extent of a layer. 'Cell' refers to a model grid cell."";",area: areacella,area: mean where land,Thickness of Soil Layers,longitude latitude sdepth,fx,Thickness of Soil Layers,land,,,m,CMIP6 CMOR variable,,,,,
